382065, 99
188005, 147
27399, 139
144464, 43
344246, 184
429715, 99
82358, 120
122100, 180
41442, 44
76096, 81
273093, 176
498144, 89
270080, 176
122997, 61
140988, 82
188415, 240
290416, 189
468754, 169
63331, 148
167365, 183
67388, 68
16002, 53
26294, 64
10290, 60
156470, 82
424674, 81
394354, 161
466432, 50
272335, 269
427979, 125
388082, 130
485431, 94
25517, 82
12664, 169
100104, 89
496423, 169
277106, 207
349940, 241
166878, 183
403838, 236
462965, 169
285612, 101
267681, 163
54455, 184
341471, 184
469689, 107
115179, 198
424402, 81
425654, 205
245893, 119
133444, 118
209600, 142
287444, 189
246651, 287
436120, 156
294019, 158
495352, 120
289106, 132
348024, 166
303046, 96
325994, 39
451751, 200
244205, 88
114570, 105
345920, 166
211967, 235
119129, 149
422615, 81
497457, 63
377244, 86
352457, 197
365363, 60
250891, 88
127191, 118
498029, 89
304761, 140
235675, 168
314249, 109
165366, 139
182441, 240
305631, 233
23351, 82
348677, 166
364035, 179
147933, 157
296060, 158
412540, 81
397253, 99
332243, 215
295049, 220
471032, 107
186996, 72
372671, 117
219288, 155
462765, 138
65672, 42
312488, 78
225858, 155
51338, 65
23649, 51
347523, 47
248715, 119
13834, 107
456196, 55
186763, 346
209050, 54
367404, 179
380851, 104
429992, 143
310813, 127
34570, 173
177503, 59
498209, 89
40925, 62
25956, 51
281520, 251
416984, 81
149892, 201
208905, 80
309597, 65
390035, 73
69812, 143
447395, 94
13864, 32
99856, 53
302846, 202
233864, 49
497834, 45
432764, 94
297970, 140
119682, 118
348549, 73
158778, 139
483834, 244
137230, 219
296053, 189
344781, 153
284702, 189
349230, 78
202265, 111
172296, 196
99862, 115
34514, 173
154583, 201
152804, 95
425996, 143
64744, 161
325501, 184
289335, 251
123907, 118
135469, 87
470180, 200
302176, 127
305127, 202
102501, 79
133194, 92
61558, 60
197307, 85
347101, 135
63348, 148
320792, 96
305092, 57
296590, 96
141759, 325
472630, 275
45191, 70
201977, 111
121050, 224
286602, 96
188260, 54
482624, 138
180250, 64
87211, 164
156603, 108
229444, 80
466918, 94
241996, 119
468473, 63
418953, 112
157212, 51
408600, 161
16032, 115
217772, 93
147431, 188
95961, 190
426179, 143
189847, 222
139116, 87
483983, 182
244072, 88
32020, 54
296364, 145
15702, 84
345304, 135
424123, 130
342588, 153
221270, 67
476002, 169
44755, 70
459766, 94
491826, 182
252003, 88
492372, 58
491434, 120
203189, 204
222484, 93
495550, 164
58279, 104
316387, 140
478609, 76
438802, 81
89583, 164
212518, 124
99111, 71
221719, 155
430692, 143
477525, 76
427921, 125
90164, 89
478954, 45
187562, 41
77616, 169
252989, 194
227067, 106
55828, 91
326236, 39
43223, 70
171051, 152
497753, 89
45716, 176
378094, 104
449367, 125
175453, 103
358217, 73
312992, 47
91672, 32
71312, 50
232721, 80
321532, 246
410026, 68
181813, 85
404692, 161
184782, 139
13479, 89
378608, 86
434709, 42
68305, 86
128670, 48
277714, 70
42076, 106
340408, 153
140314, 144
319385, 140
252370, 150
332820, 153
50980, 83
431360, 50
256019, 225
64117, 47
315027, 52
361395, 117
215776, 80
150162, 113
206159, 111
347683, 104
51283, 171
381981, 104
116161, 167
80982, 76
374985, 254
63629, 99
461138, 138
430691, 143
127482, 100
19357, 167
470235, 151
208595, 80
343153, 78
63159, 117
319334, 140
313896, 171
115282, 167
78564, 76
429945, 187
116324, 74
89699, 71
263597, 57
191292, 178
284343, 114
221797, 230
277633, 132
217153, 142
394393, 161
377686, 210
142319, 157
384743, 130
83986, 89
184794, 147
247818, 150
338447, 135
452371, 138
76796, 169
11684, 81
442957, 94
103212, 79
132429, 100
356784, 96
416126, 205
458942, 187
225078, 85
7181, 70
90178, 63
126195, 87
270068, 88
406061, 60
254504, 101
85714, 50
90749, 115
115739, 136
409774, 205
198458, 191
132498, 162
424487, 249
322768, 47
358786, 73
1039, 62
190368, 103
473484, 76
366188, 179
206926, 142
401120, 68
130679, 162
325432, 184
84229, 45
271484, 238
192824, 46
68908, 81
41533, 75
390295, 73
376821, 130
461200, 76
147750, 82
469076, 107
484480, 138
397488, 161
123862, 162
185538, 90
301792, 109
8671, 65
484843, 275
412726, 143
266446, 101
19338, 22
491379, 63
221333, 93
207768, 54
262411, 119
350450, 104
493101, 182
99452, 66
75390, 138
221899, 155
10557, 148
304599, 246
458765, 107
315732, 140
483458, 94
385828, 192
439210, 125
445131, 94
261757, 132
375777, 109
24766, 170
272004, 207
110210, 61
441158, 156
111120, 48
462877, 169
235801, 124
157254, 51
73268, 112
82407, 89
87865, 58
75872, 156
361792, 135
220319, 124
206603, 173
164067, 59
355024, 60
281938, 207
307525, 78
167184, 90
435206, 125
56671, 60
397535, 99
365570, 210
203260, 279
43880, 119
448914, 187
350901, 104
173457, 77
466957, 125
183665, 178
127779, 193
67092, 68
36624, 111
165514, 152
342315, 78
333867, 91
271724, 114
129260, 74
234907, 168
134325, 69
156346, 139
414889, 236
426647, 99
94816, 40
484755, 50
40977, 44
349871, 104
54952, 109
31740, 129
90301, 115
337535, 365
273039, 88
204624, 80
295607, 119
267521, 145
234668, 75
45873, 70
447464, 99
270604, 207
382474, 55
337111, 83
384243, 192
64223, 192
89828, 71
176011, 196
470016, 138
136999, 206
155507, 170
194409, 191
297503, 65
381043, 104
402147, 161
230781, 168
432139, 81
391890, 192
273094, 176
270766, 313
432333, 68
129233, 74
447302, 169
218640, 67
335140, 290
209427, 173
229963, 155
458110, 213
382116, 223
92339, 58
298771, 96
133872, 162
340855, 228
61873, 86
287465, 189
287635, 189
200330, 116
241957, 137
238462, 119
97651, 71
348937, 153
96950, 252
243616, 137
122715, 87
410562, 81
426345, 112
70876, 81
456593, 200
118681, 123
25677, 77
383807, 161
142293, 188
246529, 137
248118, 163
377548, 104
91294, 115
201901, 67
321734, 96
259653, 163
87599, 151
208557, 142
428603, 125
90511, 208
207513, 98
436364, 143
131687, 123
79203, 138
420657, 68
190932, 147
343425, 166
47245, 145
327667, 259
155665, 51
194662, 147
126552, 79
118236, 198
312555, 109
147244, 113
448384, 94
128607, 100
120649, 66
221268, 49
83327, 182
58287, 122
327049, 184
375441, 135
369133, 179
123439, 286
385210, 192
472819, 169
133063, 206
379574, 210
170595, 196
365033, 179
397925, 117
36429, 155
302987, 109
251129, 132
432324, 68
193275, 85
260181, 132
150017, 157
304525, 57
186815, 209
140610, 105
234200, 168
267038, 70
235641, 106
173293, 46
89313, 164
143368, 95
138847, 56
416141, 130
349020, 122
232093, 75
124187, 211
127361, 100
154290, 170
80362, 94
137971, 69
17088, 27
10996, 42
34998, 111
254460, 194
380013, 223
312212, 127
2217, 76
486087, 182
357384, 148
283172, 88
410103, 267
130804, 149
214266, 124
2052, 37
142549, 144
64654, 86
61248, 60
492817, 143
354989, 104
320887, 109
123753, 180
291085, 189
100507, 128
60678, 42
161332, 46
96421, 190
300263, 233
141601, 82
28670, 196
341859, 104
332730, 153
363558, 148
498513, 76
6573, 75
120003, 66
121205, 87
476909, 120
402427, 117
205812, 129
84361, 81
339657, 228
454930, 156
424358, 81
170799, 258
289238, 127
140596, 144
451872, 156
32295, 72
376880, 86
320236, 122
366326, 117
273340, 83
370082, 148
453354, 63
171574, 196
475740, 45
234847, 106
167500, 90
59903, 303
128582, 193
383658, 55
471106, 169
289683, 44
302265, 246
58618, 104
196147, 191
96645, 45
300882, 158
177955, 95
75322, 63
308300, 109
377109, 86
498082, 138
218702, 67
399258, 99
407123, 99
116461, 79
134797, 131
414331, 112
105408, 141
75913, 81
414244, 236
320095, 96
171986, 196
2063, 37
363929, 73
314721, 202
369860, 135
285645, 83
370786, 86
435845, 156
484170, 94
188840, 147
7503, 62
72378, 94
92470, 208
447167, 231
353551, 109
270893, 62
281661, 83
289196, 96
99669, 128
386626, 86
416717, 112
74441, 94
389876, 68
98114, 159
95293, 128
9362, 47
422826, 81
232056, 168
246382, 62
54712, 153
479186, 120
141820, 82
114911, 211
422787, 156
51282, 171
200459, 235
14386, 164
288204, 70
301536, 65
311010, 127
205973, 111
32327, 85
418462, 112
160446, 258
492660, 213
281127, 176
73465, 63
249043, 137
370313, 140
402954, 68
13945, 151
405944, 205
394663, 148
465295, 138
113168, 105
125729, 87
96674, 97
464291, 76
455141, 231
196330, 67
372596, 60
435996, 156
433106, 218
150788, 38
373220, 148
241363, 212
173505, 165
448198, 37
374158, 223
297068, 70
189795, 178
339169, 122
113555, 198
334307, 65
444546, 143
32846, 160
57148, 197
279554, 145
170231, 103
293670, 127
16785, 128
463318, 231
215043, 98
291159, 127
341358, 228
109228, 185
43726, 101
366675, 135
268207, 238
242326, 168
264322, 70
62598, 148
276715, 101
328074, 65
305195, 109
23099, 144
189479, 77
28620, 77
430634, 143
26424, 77
424356, 81
335846, 135
100400, 40
141712, 113
419854, 174
114062, 167
175559, 271
21995, 149
35161, 129
431922, 94
488163, 89
162334, 175
474140, 99
114866, 198
43434, 57
193116, 46
309644, 78
468573, 125
231482, 168
311353, 109
10672, 148
351861, 104
118425, 61
171207, 103
240275, 168
10292, 29
74500, 112
438781, 200
396281, 174
453413, 63
227639, 155
423855, 130
175489, 165
480029, 68
19063, 79
74656, 37
249498, 88
248668, 181
316723, 78
21507, 74
39353, 106
318137, 78
220774, 155
162492, 121
343267, 52
73119, 143
295135, 233
140890, 51
405752, 112
410297, 174
428650, 99
470899, 125
411468, 174
46069, 132
155791, 232
301538, 65
132076, 268
325348, 91
392943, 73
2606, 102
136446, 144
339817, 135
89049, 133
434907, 94
101624, 146
452317, 138
330156, 184
241124, 67
175485, 165
486165, 76
387471, 47
59123, 197
423728, 125
405099, 86
388660, 68
85582, 164
499781, 151
489388, 169
406103, 99
116333, 167
269498, 70
87055, 71
40920, 62
373979, 117
131722, 118
80384, 45
180549, 46
55091, 60
23975, 144
453649, 156
384245, 73
470442, 107
480979, 125
489206, 200
400475, 236
427511, 218
206890, 28
302328, 158
359094, 117
480566, 213
85505, 187
10008, 29
200454, 116
403032, 68
74342, 63
169765, 103
428613, 50
358963, 117
116386, 198
329376, 34
486409, 213
219536, 67
304154, 127
457460, 107
247226, 62
154062, 351
15325, 177
115135, 198
278222, 114
472909, 125
391198, 130
327502, 122
299230, 264
262105, 163
83688, 182
465179, 231
364717, 135
296098, 189
239282, 106
348468, 166
207933, 142
335588, 109
215654, 93
471738, 138
485240, 151
362791, 179
120022, 74
228950, 54
409459, 81
367570, 166
98885, 97
79594, 76
50166, 114
165174, 121
161952, 46
292305, 83
48875, 220
125845, 56
78614, 107
274755, 176
58580, 135
472993, 200
360540, 65
130556, 131
209348, 49
279496, 114
363576, 86
304537, 65
283836, 176
219540, 67
499704, 257
332022, 352
156089, 64
345809, 259
55448, 153
331259, 65
274460, 220
325331, 184
22545, 87
437702, 156
486714, 63
56477, 122
108990, 216
280383, 145
347075, 135
354963, 96
44470, 119
428059, 218
144850, 95
451612, 112
410783, 143
347027, 135
87120, 58
352945, 122
177299, 121
374261, 86
24195, 69
47005, 57
308101, 96
58712, 197
360013, 65
34657, 129
100657, 40
105040, 79
236583, 124
478506, 76
355872, 135
365310, 86
30593, 85
85359, 89
25252, 157
388254, 130
423059, 55
215333, 173
278997, 176
402687, 161
204069, 85
59843, 117
416410, 161
66583, 55
270588, 207
316708, 78
386972, 192
102153, 84
416624, 174
158158, 245
179834, 64
7673, 57
498022, 89
350404, 104
13401, 120
448731, 94
223136, 186
22194, 69
222510, 93
308889, 233
166569, 258
135907, 38
323966, 91
3808, 38
458274, 156
215167, 186
224728, 49
273704, 57
462196, 107
48823, 158
409900, 174
193064, 46
55181, 109
272580, 145
336738, 184
287138, 57
239769, 75
89549, 71
193806, 72
337026, 109
288025, 282
339243, 135
291383, 114
268205, 238
253404, 106
229173, 137
347283, 166
296337, 145
170197, 59
196504, 129
183089, 116
26591, 77
439388, 63
2942, 172
242199, 168
317976, 52
424862, 174
75679, 112
286515, 145
486173, 182
193613, 191
203220, 204
153933, 77
459709, 200
117529, 167
363767, 179
156204, 108
239825, 168
39200, 137
261487, 163
131788, 118
344325, 197
269384, 101
272893, 145
296589, 119
95816, 190
490762, 195
47447, 176
331296, 109
17878, 123
163366, 183
265792, 70
288353, 70
447863, 94
281085, 251
141654, 51
305164, 57
485872, 213
422333, 249
146797, 170
50533, 65
241826, 93
74352, 63
235043, 168
312779, 78
387174, 99
134564, 69
328417, 184
191284, 54
266819, 119
485629, 138
417943, 174
410803, 99
398042, 205
195282, 67
68408, 81
320155, 109
303459, 65
115858, 48
332856, 153
307772, 83
437484, 68
422049, 311
381602, 117
58532, 60
134755, 69
73245, 156
367655, 148
472862, 76
333533, 140
326886, 153
446660, 94
244878, 225
57897, 210
321322, 70
322074, 122
159836, 170
87780, 45
58162, 73
227919, 106
134154, 43
193556, 72
431721, 293
207796, 204
359609, 166
105429, 141
475972, 138
366238, 117
318558, 140
114287, 136
363942, 197
268973, 114
228622, 106
122013, 180
342485, 197
419827, 174
228956, 80
200387, 72
190943, 222
81611, 182
482214, 120
269749, 62
239127, 243
211738, 49
92825, 84
230268, 199
295088, 52
480543, 169
388695, 161
310491, 140
485191, 120
224169, 199
360050, 117
374822, 179
365441, 60
117895, 105
159823, 170
322191, 184
56333, 60
489337, 151
392655, 161
105923, 123
235195, 150
211451, 173
221724, 155
371421, 179
284962, 127
437412, 125
36496, 155
196003, 67
301369, 140
265942, 119
250596, 181
376491, 285
171115, 165
456085, 156
101783, 97
267864, 114
181175, 209
460867, 200
33959, 142
142516, 100
444227, 187
463932, 138
441216, 63
415363, 55
22887, 113
203774, 111
318492, 171
96761, 190
462443, 107
69727, 112
147555, 95
401203, 68
333256, 153
264332, 194
227059, 230
218838, 186
35830, 98
184711, 209
375407, 192
219628, 67
297729, 140
188126, 160
20016, 30
122177, 87
354083, 148
46684, 83
45845, 31
346718, 166
342658, 52
262666, 119
50600, 83
257352, 150
180624, 209
63473, 55
58487, 122
487026, 89
239204, 75
488786, 182
492740, 63
241677, 93
319218, 78
364811, 179
268949, 163
260514, 106
338929, 153
197673, 98
37385, 36
492308, 182
413439, 174
323093, 171
371583, 285
344492, 166
17972, 48
386356, 47
476943, 169
357533, 241
449096, 200
177574, 209
450223, 94
346002, 228
493969, 89
195030, 72
31403, 59
282065, 145
259468, 70
433117, 68
431627, 187
241835, 93
143589, 175
460309, 200
272574, 207
433043, 125
72888, 63
472418, 107
65054, 42
328612, 140
378445, 148
123078, 180
210977, 80
387391, 104
26651, 77
101493, 58
114467, 53
424226, 81
4221, 170
394938, 161
235080, 150
31167, 147
438595, 174
347429, 166
338355, 153
95373, 53
199681, 54
159350, 77
139944, 38
413805, 81
367247, 148
141222, 157
391328, 117
272472, 163
482685, 94
188693, 103
495388, 164
42083, 106
